id,title,description,availability,condition,price,link,image_link,brand
SP-028,SP-028 | KIM LAM KHOÁNG THẠCH,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Khoáng vật ánh kim đa sắc theo nguồn. Các vùng ánh vàng kim xen cùng lam – xanh đậm và nền đá thô làm toàn bộ khối giống một bức tranh trừu tượng. Mỗi mặt đều khác, xoay 90 độ gần như đã có một bố cục mới. Đây là kiểu mẫu phù hợp cho người thích khoáng vật ở góc độ nghệ thuật nhiều hơn là chỉ chọn theo phong thủy. Inbox mã SP-028 để xem video xoay khối.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-028,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-028.jpg,Da - Tra - Tu Vi
SP-029,SP-029 | CỔ MỘC HÓA NGỌC,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Gỗ hóa ngọc/gỗ hóa thạch theo nguồn. Điểm kỳ lạ của gỗ hóa thạch nằm ở sự giao thoa giữa hai thế giới: mắt thấy thớ gỗ nhưng vật liệu đã khoáng hóa. Mẫu có các dải màu nâu – vàng – tím chạy dọc, tạo chiều sâu khi đánh sáng. Phù hợp người yêu đá, gỗ, cổ sinh và decor phong cách mộc. Mỗi thân cây vốn đã có hệ vân riêng, vì thế khi hóa thạch tính độc bản càng rõ. Inbox mã SP-029 để xem video.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-029,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-029.jpg,Da - Tra - Tu Vi
SP-030,SP-030 | TUYẾT HOA TRONG ĐÁ,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Hốc tinh thể theo nguồn. Mặt ngoài khá giản dị nhưng các hốc bên trong xuất hiện tinh thể trắng – vàng mọc tỏa như hoa. Đây là nét hấp dẫn của dạng hốc tinh thể: bên ngoài không nói trước được hoàn toàn điều gì đang nằm trong lòng đá. Một specimen có chiều sâu tốt khi soi đèn, hợp tủ kính hoặc bàn trà. Inbox mã SP-030 để xem video cận hốc.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-030,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-030.jpg,Da - Tra - Tu Vi
SP-031,SP-031 | HOÀNG DIỆM OBSIDIAN,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Obsidian vàng trà/vân mây theo nguồn. Khi rọi đèn, sắc vàng mật ong hiện lên qua những vùng bán trong, tạo cảm giác như ánh lửa nằm sâu trong đá. Với kích thước lớn, mẫu có sức hiện diện rõ và không cần nhiều vật phẩm xung quanh. Theo quan niệm phong thủy, sắc vàng thường gắn với sự ấm áp và sung túc. Inbox mã SP-031 để xem video soi đèn.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-031,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-031.jpg,Da - Tra - Tu Vi
SP-032,SP-032 | ẨN RỒNG FLUORITE XANH NGỌC,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Fluorite xanh ngọc theo nguồn. Tên “Ẩn Rồng” đến từ hình tượng người xem cảm nhận trong cấu trúc đá, không phải sản phẩm khắc rõ thành linh vật. Fluorite được yêu thích nhờ màu sắc, độ trong và vùng chuyển sắc khi có ánh sáng. Mẫu lớn có sức hiện diện cao, hợp bộ sưu tập chuyên nghiệp hoặc không gian trưng bày riêng. Inbox mã SP-032 để xem video.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-032,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-032.jpg,Da - Tra - Tu Vi
SP-033,SP-033 | KIM HỔ PHÁCH NGỌC,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Đá vàng cam xuyên sáng theo nguồn. Mẫu gây ấn tượng bởi tông vàng cam ấm. Khi có ánh sáng phía sau, những vùng bán trong trở nên sáng hơn, tạo hiệu ứng gần giống mật ong dưới nắng. Dạng đá này nên chơi kèm ánh sáng vì ban ngày và buổi tối có thể cho hai diện mạo khác nhau. Hợp nội thất gỗ, nâu, be hoặc ánh sáng vàng. Inbox mã SP-033 để xem video.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-033,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-033.jpg,Da - Tra - Tu Vi
SP-034,SP-034 | OPALITE THẬP NOÃN,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Lô 10 viên, tên nguồn cần kiểm chứng. Lô gồm 10 viên có nền trắng sữa pha xanh lam khá đồng đều, khi gặp ánh sáng xuất hiện vùng cam/đỏ ở rìa hoặc xuyên thân. Hình ảnh phù hợp hơn với Opalite tổng hợp so với Moonstone tự nhiên, vì vậy tên khoáng vật cần kiểm chứng trước khi khẳng định. Đây là lô thích hợp chơi theo bộ hoặc lựa từng viên theo form và hiệu ứng. Inbox mã SP-034 để xem video và thông tin chi tiết.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-034,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-034.jpg,Da - Tra - Tu Vi
SP-035,SP-035 | CỔ MỘC VẠN NIÊN,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Cây gỗ hóa thạch khổng lồ. Đây không còn là một món decor nhỏ mà là một vật phẩm kiến trúc. Thân gỗ hóa thạch cao lớn, nặng hàng trăm kg, vẫn giữ hệ thớ và hình thái của thân cây ban đầu. Phù hợp sảnh lớn, resort, khách sạn, showroom, biệt thự hoặc bộ sưu tập chuyên nghiệp. Tính độc bản đến từ chính cấu trúc từng tồn tại trên một thân cây duy nhất. Inbox mã SP-035 để xem video toàn khối.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-035,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-035.jpg,Da - Tra - Tu Vi
SP-036,SP-036 | BẠCH TUYẾT ƯU ĐÀM,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Cụm tinh thể trắng dạng bonsai khoáng vật theo nguồn. Các cụm trắng bung ra thành nhiều tán, tạo cảm giác như những bông hoa hoặc tán tuyết mọc trên thân đá. Điểm đáng giá không nằm ở sự đối xứng hoàn hảo; chính những nhánh lớn nhỏ khác nhau tạo cảm giác sống động. Đặt trên đế gỗ nâu và trong tủ kính có ánh sáng nhẹ sẽ làm nổi cấu trúc. Inbox mã SP-036 để xem video.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-036,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-036.jpg,Da - Tra - Tu Vi
SP-037,SP-037 | MÃ NÃO TÍM MẬN ĐỎ NGỌC THỊT CHÍN,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Mã não theo tên nguồn. Mẫu nổi bật ở khả năng ăn đèn xuyên sáng: khi chiếu từ một phía, ánh sáng làm lộ rõ các lớp màu, vùng chuyển sắc và chiều sâu bên trong. Sắc tím, đỏ mận và phần “thịt đá” no màu tạo cảm giác ấm và mềm mắt. Đã chế tác thủ công trên đôn gỗ quý. Theo quan niệm truyền thống, mã não thường gắn với cân bằng và ổn định. Mỗi mẫu có hệ màu riêng. Inbox mã SP-037 để xem video soi đèn.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-037,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-037.jpg,Da - Tra - Tu Vi
SP-038,SP-038 | GỖ HÓA NGỌC THỊT TRONG ĐẸP NHƯ HỔ PHÁCH,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Gỗ hóa ngọc theo nguồn. Mẫu gây ấn tượng bởi phần thịt đá trong, ấm và có chiều sâu thị giác, đúng như mô tả “đẹp như hổ phách”. Nguồn mô tả đây là đặc sản núi lửa Chư A Thai, Gia Lai và đã được chế tác thủ công trên đôn gỗ quý. Đây là kiểu vật phẩm hợp người yêu đá tự nhiên, thích chất mộc và câu chuyện địa phương. Inbox mã SP-038 để xem ảnh cận và video.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-038,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-038.jpg,Da - Tra - Tu Vi
SP-039,SP-039 | LỤC BẢO KIM VÂN,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Malachite kim sa nhũ đá theo nguồn. Khối Malachite lớn với các cụm khoáng phát triển thành từng múi, nốt và tầng lớp liên tiếp. Nhìn gần bề mặt giống một địa hình thu nhỏ; nhìn xa cả khối như một tác phẩm điêu khắc tự nhiên. Sự phân bố màu xanh không đồng đều tạo chiều sâu mạnh. Theo quan niệm phong thủy, sắc xanh thường liên hệ với hành Mộc và sinh trưởng. Inbox mã SP-039 để xem ảnh cận và video toàn khối.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-039,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-039.jpg,Da - Tra - Tu Vi
SP-040,SP-040 | VẠN NIÊN TUYẾT HOA,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Hoa Ưu Đàm tự nhiên theo nguồn. Hàng trăm tinh thể trắng mọc tỏa ra theo nhiều hướng, tạo thành các cụm giống bông hoa hoặc chùm tuyết. Giá trị của specimen nằm ở form tổng thể, độ phát triển và độ nguyên vẹn của từng tinh thể. Sắc trắng tạo cảm giác thanh và nhẹ, hợp phòng trà, thư phòng hoặc tủ trưng bày. Inbox mã SP-040 để xem video cận tinh thể.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-040,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-040.jpg,Da - Tra - Tu Vi
SP-041,SP-041 | BẠCH TINH KỲ LÂN,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Cụm thạch anh dáng kỳ lân theo nguồn. Một trụ thạch anh chính vươn lên ở trung tâm, xung quanh là nhiều tinh thể nhỏ mọc ngang – dọc, tạo hình tượng mà nguồn liên tưởng tới kỳ lân tọa lạc. Đây là một cách chơi specimen thú vị: không cần khắc thành linh vật, chỉ cần giữ nguyên form và để người xem tự tìm thấy hình ảnh. Theo quan niệm phong thủy, thạch anh trắng thường gắn với sự thanh sạch. Inbox mã SP-041 để xem video xoay đá.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-041,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-041.jpg,Da - Tra - Tu Vi
SP-042,SP-042 | NGỌA LONG BẠCH TINH,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Bệ tinh thể thạch anh “dáng ngọa long” theo nguồn. Khối tinh thể lớn với vô số trụ thạch anh trắng phát triển dày đặc thành nhiều tầng. Theo nguồn, hình thể tổng thể được liên tưởng tới “ngọa long” – rồng nằm, xuất phát từ thế tự nhiên của khối chứ không phải điêu khắc. Với kích thước và trọng lượng lớn, đây là specimen phù hợp sảnh, biệt thự, showroom hoặc bộ sưu tập chuyên nghiệp. Inbox mã SP-042 để xem toàn bộ thế đá và cận tinh thể.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-042,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-042.jpg,Da - Tra - Tu Vi
SP-043,SP-043 | ĐÀO THỌ HỒNG TINH,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Cây Đào Đá Thạch Anh Hồng nguyên khối theo nguồn. Cây sử dụng 38 quả đại bằng Thạch Anh Hồng, tạo thành một tán lớn với sắc hồng nhạt mềm và ấm. Kích thước lớn giúp vật phẩm đủ sức làm điểm trung tâm trong phòng khách, sảnh hoặc khu vực tiếp khách. Theo quan niệm truyền thống, cây đào tượng trưng cho trường thọ và may mắn; Thạch Anh Hồng thường được liên hệ với sự hài hòa và các mối quan hệ. Mỗi quả đá có vân và sắc độ riêng. Inbox mã SP-043 để xem video toàn cây.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-043,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-043.jpg,Da - Tra - Tu Vi
SP-044,SP-044 | HOÀNG LONG ĐÀO THỌ,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Cây Đào Đá Ngọc Hoàng Long nguyên khối theo nguồn. Toàn bộ tán cây sử dụng 38 quả đại màu vàng ấm nổi bật trên nền lá xanh. Cây có kích thước lớn, phù hợp phòng khách, văn phòng hoặc khu vực kinh doanh. Theo quan niệm phong thủy truyền thống, sắc vàng gắn với sung túc và cây đào gợi trường thọ, may mắn. Giá trị thẩm mỹ còn nằm ở việc mỗi quả đá mang sắc độ và hệ vân khác nhau. Inbox mã SP-044 để xem video toàn cây và chi tiết từng quả.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-044,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-044.jpg,Da - Tra - Tu Vi
SP-045,SP-045 | BÍCH TUYẾT NGỌC II,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Obsidian bông tuyết cộng sinh xanh ngọc. Điểm đáng nhìn không nằm ở một màu xanh đơn thuần mà ở sự tương phản giữa nền xanh có độ trong và các vùng trắng cộng sinh nằm rải bên trong. Khi chiếu từ dưới hoặc phía sau, phần xanh sáng hơn và các “bông tuyết” nổi rõ hơn. Mẫu đã được dựng trên đôn gỗ quý Tây Nguyên, hợp phòng khách, phòng làm việc lớn hoặc tủ trưng bày có đèn hắt. Theo tinh thần thuận tự nhiên, chính những vùng bất quy tắc làm nên cá tính của specimen. Inbox mã SP-045 để xem video xoay đá và hiệu ứng lên đèn.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-045,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-045.jpg,Da - Tra - Tu Vi
SP-046,SP-046 | BẠCH NGỌC DI LẶC,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Bạch ngọc tự nhiên Tây Nguyên theo tên nguồn. Khối đá lớn được chế tác thủ công thành hình Di Lặc hoan hỉ nhưng vẫn giữ lại nhiều vùng đá mẹ, đường màu và phần xuyên sáng. Khi soi đèn vào những vùng có độ trong cao, chất đá bên trong hiện lên với sắc ấm, tạo tương phản rõ giữa phần sáng và nền tự nhiên. Đây là điểm gặp giữa chất liệu tự nhiên và bàn tay người thợ. Với kích thước lớn, mẫu phù hợp phòng khách, sảnh, showroom hoặc không gian tiếp khách trang trọng. Inbox mã SP-046 để xem video soi đèn và toàn bộ thế vật phẩm.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-046,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-046.jpg,Da - Tra - Tu Vi
SP-047,SP-047 | HẮC LAM SAPPHIRE TỨ THẠCH,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Lô 4 viên Obsidian Hero màu Sapphire theo nguồn. Bốn viên cùng một dòng đá nhưng mỗi khối mang một hình thể khác nhau. Ở trạng thái thường bề mặt khá tối và trầm; khi có ánh sáng phù hợp, phần xanh lam hiện lên mạnh và sâu. Điểm thú vị nằm ở khả năng tạo nhiều bố cục: chơi nguyên bộ, theo cặp hoặc chọn từng viên. Cùng chất nhưng khác hình, mỗi viên vẫn là một cá thể riêng. Inbox mã SP-047 để xem video soi từng viên.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-047,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-047.jpg,Da - Tra - Tu Vi
SP-048,SP-048 | PHÚ QUÝ TẦNG VÂN,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Đá thịt lợn / đá Phú Quý theo nguồn. Các lớp màu kem – hồng – nâu xếp chồng theo phương ngang tạo cảm giác như một lát cắt địa tầng thu nhỏ. Mẫu đẹp ở nhịp lớp: lặp lại nhưng không hoàn toàn giống nhau, vừa có trật tự vừa có biến thiên. Form gọn và đế gỗ tối giúp hệ vân nổi rõ, phù hợp bàn làm việc, kệ sách hoặc tủ trưng bày. Inbox mã SP-048 để xem video toàn khối và chi tiết từng lớp vân.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-048,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-048.jpg,Da - Tra - Tu Vi
SP-049,SP-049 | BÍCH LƯU CUỘI SUỐI,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Cuội suối Obsidian trong veo theo nguồn. Lô cuội giữ nguyên form tự nhiên, mỗi viên từ khoảng 0,5 kg đến hơn 1 kg. Ở ánh sáng thường bề mặt khá mờ và giản dị; khi rọi đèn, phần bên trong sáng lên và lộ sắc xanh nhẹ. Đây là kiểu đẹp ở sự đối lập giữa vẻ mộc bên ngoài và chiều sâu bên trong. Phù hợp bàn làm việc, bàn trà, kệ nhỏ hoặc chơi theo cặp/bộ. Inbox mã SP-049 để xem video soi từng viên và lựa mẫu.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-049,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-049.jpg,Da - Tra - Tu Vi
SP-050,SP-050 | CỔ MỘC HUYẾT NGỌC,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Gỗ cổ đại hóa thạch vùng Gia Lai theo nguồn. Mắt nhìn thấy thớ gỗ nhưng tay chạm vào đá – đó là điều làm gỗ hóa thạch đặc biệt. Mẫu lớn giữ lại hệ thớ chạy dọc rõ, với nhiều lớp vàng, nâu, đỏ và vùng bán trong. Khi soi đèn, cấu trúc thớ hiện rõ hơn, giúp “đọc” vật liệu chứ không chỉ làm đá sáng lên. Đây là mẫu phù hợp phòng khách, thư phòng, sảnh hoặc showroom. Inbox mã SP-050 để xem video cận thớ gỗ và hiệu ứng soi sáng.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-050,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-050.jpg,Da - Tra - Tu Vi
SP-051,SP-051 | KIM HOA BẤT TỬ,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Hoa bất tử ngàn năm theo nguồn. Cụm tinh thể vàng mọc tỏa thành nhiều nhánh, mỗi nhánh gồm các trụ tinh thể mảnh đan xen như một bông hoa đang bung cánh. Điểm đáng nhìn không chỉ là sắc vàng mà là hình thái kết tinh tự nhiên, mật độ lõi và cách lớp ngoài bung rộng. Dưới đèn điểm, các mặt tinh thể phản sáng khiến khối gần như chuyển động. Phù hợp bàn làm việc, tủ kính, bàn trà hoặc kệ trưng bày. Inbox mã SP-051 để xem video cận tinh thể.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-051,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-051.jpg,Da - Tra - Tu Vi
SP-052,SP-052 | TỬ TINH PHANTOM TRỤ,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Thạch anh tím Phantom chân dài theo nguồn. Mẫu có dáng trụ dài, sắc tím hiện tương đối xuyên suốt từ đầu tinh thể xuống thân. Dáng đứng khiến mắt đi theo chiều dọc, còn ánh sáng xiên hoặc từ phía sau làm sắc tím thay đổi đậm – nhạt và tăng chiều sâu. Với chiều cao lớn, mẫu phù hợp trưng độc lập trên bàn làm việc lớn, thư phòng hoặc tủ kính đứng. Theo quan niệm phong thủy, thạch anh tím thường gắn với sự tĩnh và tập trung. Inbox mã SP-052 để xem video xoay toàn thân tinh thể.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-052,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-052.jpg,Da - Tra - Tu Vi
SP-053,SP-053 | LỤC TINH PHANTOM KHỐI,"💬 Giá hiển thị chỉ mang tính tham khảo.
Mỗi mẫu đá có đặc tính và giá trị riêng. Vui lòng Inbox Fanpage để nhận giá chính xác của mẫu đang xem và kiểm tra tình trạng còn hàng.

Tên/nhóm theo nguồn: Đá tím xanh trong, dòng linh thạch anh / “florist” theo tên nguồn. Khối lớn mang sắc xanh lục chủ đạo, xen các chuyển sắc đậm – nhạt, mảng trắng và nhiều lớp cấu trúc bên trong. Khi có ánh sáng đi qua, các vùng bán trong hiện rõ hơn và làm khối đá có cảm giác nhiều lớp. Đây là specimen có sức hiện diện mạnh, phù hợp phòng khách, phòng làm việc lớn, showroom hoặc kệ trưng bày riêng. Tên “florist” và mô tả độ hiếm là thông tin từ nguồn, cần phân biệt với thuật ngữ khoáng vật học chính thức. Inbox mã SP-053 để xem video xoay toàn khối và hiệu ứng ánh sáng.

👉 Nhắn tin ngay để nhận giá và video chi tiết của mẫu này.",in stock,new,1500000 VND,https://example.com/san-pham/SP-053,https://raw.githubusercontent.com/annguyennhu2021-ctrl/da-anh-sp/main/SP-053.jpg,Da - Tra - Tu Vi
